time,user_id,seq_id,scenario,acc_magnitude,gyro_magnitude,skin_contact,heart_rate,packet_status,is_interpolated,motion_score,wear_score,data_quality_score,raw_decision,final_decision,latched_event,reason
1779982589.9722397,U1,168,real_fall,0.0669,1.3710,1,109,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982590.4407895,U1,169,real_fall,0.0295,8.9631,1,108,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982591.0347555,U1,170,real_fall,0.0368,3.5410,1,108,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982591.694396,U1,171,real_fall,0.0405,6.9392,1,109,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982593.231387,U1,172,real_fall,0.0142,1.4879,1,108,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982593.9309664,U1,173,real_fall,0.0598,3.1251,1,108,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982594.4088538,U1,174,real_fall,0.0381,6.5791,1,108,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982594.9783955,U1,175,normal_idle,0.0709,2.8378,1,102,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982595.6056955,U1,176,normal_idle,0.0152,4.6555,1,98,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982596.0168028,U1,177,normal_idle,0.0207,2.7315,1,94,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982596.4113984,U1,178,real_fall,0.4109,56.7768,1,92,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982597.0972424,U1,179,real_fall,0.2810,43.5910,1,90,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982597.7082462,U1,180,real_fall,0.2525,41.8843,1,87,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982598.4875345,U1,182,real_fall,0.1492,16.6400,1,84,received,False,0.00,1.00,0.92,NORMAL,NORMAL,,정상 활동 범위
1779982599.1363542,U1,183,real_fall,0.3796,55.4709,1,82,received,False,0.00,1.00,0.93,NORMAL,NORMAL,,정상 활동 범위
1779982599.8570073,U1,185,real_fall,0.2725,34.0635,1,80,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982600.22769,U1,186,real_fall,0.3059,190.8841,1,80,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982600.811764,U1,187,normal_idle,0.0421,4.3898,1,80,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982601.2221045,U1,188,normal_idle,0.0541,2.1931,1,79,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982602.1339068,U1,190,normal_idle,0.0612,1.8735,1,76,received,False,0.00,1.00,0.93,NORMAL,NORMAL,,정상 활동 범위
1779982602.8196876,U1,191,normal_idle,0.0621,1.1299,1,75,received,False,0.00,1.00,0.94,NORMAL,NORMAL,,정상 활동 범위
1779982604.687904,U1,193,normal_idle,0.0389,4.6820,1,75,received,False,0.00,1.00,0.82,NORMAL,NORMAL,,정상 활동 범위
1779982605.168257,U1,194,normal_idle,0.0480,1.4668,1,75,received,False,0.00,1.00,0.84,NORMAL,NORMAL,,정상 활동 범위
1779982605.793014,U1,195,normal_idle,0.0279,1.3503,1,73,received,False,0.00,1.00,0.85,NORMAL,NORMAL,,정상 활동 범위
1779982606.4760218,U1,196,normal_idle,0.0528,1.8739,1,73,received,False,0.00,1.00,0.87,NORMAL,NORMAL,,정상 활동 범위
1779982607.3604026,U1,198,normal_idle,0.0476,2.8978,1,72,received,False,0.00,1.00,0.83,NORMAL,NORMAL,,정상 활동 범위
1779982608.3783016,U1,201,normal_idle,0.0120,5.6570,1,72,received,False,0.00,1.00,0.80,NORMAL,NORMAL,,정상 활동 범위
1779982608.9748228,U1,202,normal_idle,0.0705,2.8211,1,72,received,False,0.00,1.00,0.80,NORMAL,NORMAL,,정상 활동 범위
1779982609.6331556,U1,203,normal_idle,0.0313,1.6265,1,71,received,False,0.00,1.00,0.80,NORMAL,NORMAL,,정상 활동 범위
1779982610.0632372,U1,204,normal_idle,0.0178,4.1444,1,70,received,False,0.00,1.00,0.90,NORMAL,NORMAL,,정상 활동 범위
1779982610.7479265,U1,205,normal_idle,0.0124,1.6818,1,70,received,False,0.00,1.00,0.90,NORMAL,NORMAL,,정상 활동 범위
1779982611.4071283,U1,206,normal_idle,0.0341,2.9029,1,71,received,False,0.00,1.00,0.90,NORMAL,NORMAL,,정상 활동 범위
1779982612.0408814,U1,207,normal_idle,0.0307,5.7287,1,69,received,False,0.00,1.00,0.90,NORMAL,NORMAL,,정상 활동 범위
1779982612.5242517,U1,208,normal_idle,0.0602,3.7625,1,71,received,False,0.00,1.00,0.90,NORMAL,NORMAL,,정상 활동 범위
1779982612.8837795,U1,209,normal_idle,0.0257,5.6001,1,70,received,False,0.00,1.00,0.93,NORMAL,NORMAL,,정상 활동 범위
1779982613.3457289,U1,210,normal_idle,0.0781,3.6252,1,70,received,False,0.00,1.00,0.93,NORMAL,NORMAL,,정상 활동 범위
1779982613.7371845,U1,211,normal_idle,0.0698,2.1432,1,69,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982614.4088545,U1,212,watch_thrown,0.3703,54.4232,1,68,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982615.4680104,U1,215,watch_thrown,0.4159,56.0952,1,69,received,False,0.00,1.00,0.84,NORMAL,NORMAL,,정상 활동 범위
1779982615.9899511,U1,216,watch_thrown,0.1124,18.0699,1,70,received,False,0.00,1.00,0.87,NORMAL,NORMAL,,정상 활동 범위
1779982616.456669,U1,217,watch_thrown,0.3575,49.4347,1,71,received,False,0.00,1.00,0.89,NORMAL,NORMAL,,정상 활동 범위
1779982616.9732249,U1,218,watch_thrown,0.2881,30.7087,0,,received,False,0.00,0.00,0.90,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982618.3675478,U1,219,watch_thrown,4.5961,825.2666,0,,received,False,0.55,0.00,0.91,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,"가속도 4.6g 충격, skin_contact=0·심박 없음 → 기기 투척/탈락 판정"
1779982619.0534806,U1,221,watch_thrown,0.0391,4.6407,0,,received,False,0.55,0.00,0.89,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,"가속도 4.6g 충격, skin_contact=0·심박 없음 → 기기 투척/탈락 판정"
1779982619.9977186,U1,223,watch_thrown,0.0479,0.8207,0,,received,False,1.00,0.00,0.87,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,"가속도 4.6g 충격, skin_contact=0·심박 없음 → 기기 투척/탈락 판정"
1779982620.8948507,U1,225,watch_thrown,0.0178,0.5167,0,,received,False,1.00,0.00,0.87,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,"가속도 4.6g 충격, skin_contact=0·심박 없음 → 기기 투척/탈락 판정"
1779982621.4293845,U1,226,watch_thrown,0.0254,1.2358,0,,received,False,1.00,0.00,0.90,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,"가속도 4.6g 충격, skin_contact=0·심박 없음 → 기기 투척/탈락 판정"
1779982623.5329146,U1,229,watch_thrown,0.0067,1.9181,0,,received,False,1.00,0.00,0.70,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,"가속도 4.6g 충격, skin_contact=0·심박 없음 → 기기 투척/탈락 판정"
1779982624.0009782,U1,230,watch_thrown,0.0104,1.6016,0,,received,False,1.00,0.00,0.70,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,"가속도 4.6g 충격, skin_contact=0·심박 없음 → 기기 투척/탈락 판정"
1779982624.3666492,U1,231,watch_thrown,0.0356,3.8796,0,,received,False,0.00,0.00,0.70,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982625.0125613,U1,232,watch_thrown,0.0341,1.0915,0,,received,False,0.00,0.00,0.73,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982625.486121,U1,233,watch_thrown,0.0037,3.0720,0,,received,False,0.00,0.00,0.73,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982626.1065311,U1,234,watch_thrown,0.0275,0.6488,0,,received,False,0.00,0.00,0.77,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982626.5067084,U1,235,watch_thrown,0.0423,0.6550,0,,received,False,0.00,0.00,0.77,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982628.448507,U1,237,watch_thrown,0.0129,1.0645,0,,received,False,0.00,0.00,0.70,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982629.0980334,U1,238,watch_thrown,0.0425,4.5096,0,,received,False,0.00,0.00,0.70,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982630.0175242,U1,240,watch_thrown,0.0076,2.0226,0,,received,False,0.00,0.00,0.87,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982630.3987553,U1,241,watch_thrown,0.0362,0.8706,0,,received,False,0.00,0.00,0.87,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982631.068481,U1,242,watch_thrown,0.0150,0.6886,0,,received,False,0.00,0.00,0.87,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982631.7229412,U1,243,watch_thrown,0.0162,3.0420,0,,received,False,0.00,0.00,0.87,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982632.6557999,U1,245,watch_thrown,0.0191,2.1058,0,,received,False,0.00,0.00,0.83,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982633.191067,U1,246,watch_thrown,0.0060,4.1484,0,,received,False,0.00,0.00,0.83,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982633.7519104,U1,247,watch_thrown,0.0197,3.9467,0,,received,False,0.00,0.00,0.83,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982634.407951,U1,248,watch_thrown,0.0300,0.8528,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982635.2894742,U1,250,watch_thrown,0.0185,3.6804,0,,received,False,0.00,0.00,0.90,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982635.9547718,U1,251,watch_thrown,0.0157,1.2549,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982636.4003758,U1,252,watch_thrown,0.0301,2.0760,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982637.3477087,U1,254,watch_thrown,0.0064,1.8577,0,,received,False,0.00,0.00,0.90,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982637.9757776,U1,255,watch_thrown,0.0276,2.3815,0,,received,False,0.00,0.00,0.90,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982638.7478952,U1,257,watch_thrown,0.0112,4.6950,0,,received,False,0.00,0.00,0.90,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982639.4113474,U1,258,watch_thrown,0.0428,3.4842,0,,received,False,0.00,0.00,0.90,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982640.0950863,U1,259,watch_thrown,0.0037,3.4573,0,,received,False,0.00,0.00,0.90,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982640.5507653,U1,260,watch_thrown,0.0381,3.0249,0,,received,False,0.00,0.00,0.90,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982640.9601042,U1,261,watch_thrown,0.0370,2.9063,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982641.636285,U1,262,watch_thrown,0.0006,4.2771,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982642.5747442,U1,264,watch_thrown,0.0067,4.6591,0,,received,False,0.00,0.00,0.90,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982643.0146964,U1,265,watch_thrown,0.0260,4.2576,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982643.5034366,U1,266,watch_thrown,0.0079,4.1820,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982644.0365467,U1,267,watch_thrown,0.0249,1.5749,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982644.4509923,U1,268,watch_thrown,0.0105,3.0139,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982645.0345795,U1,269,watch_thrown,0.0344,4.0792,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982645.490803,U1,270,watch_thrown,0.0254,0.1288,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982646.1609523,U1,271,watch_thrown,0.0459,1.6727,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982647.0267403,U1,273,watch_thrown,0.0476,4.7154,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982647.4362478,U1,274,watch_thrown,0.0023,2.2268,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982648.1347702,U1,275,watch_thrown,0.0420,3.1830,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982648.5231347,U1,276,watch_thrown,0.0012,3.6365,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982650.9143658,U1,277,watch_thrown,0.0447,4.8617,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982651.5708055,U1,278,watch_thrown,0.0060,3.8874,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982652.052796,U1,279,watch_thrown,0.0205,3.2244,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982652.694602,U1,280,watch_thrown,0.0221,2.0419,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982653.1205084,U1,281,watch_thrown,0.0304,2.4976,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982653.6901395,U1,282,watch_thrown,0.0193,4.2661,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982654.2177722,U1,283,watch_thrown,0.0347,0.9841,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982655.118696,U1,285,watch_thrown,0.0299,1.9174,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982655.478914,U1,286,watch_thrown,0.0399,1.8731,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_THROWN_OR_DROPPED,DEVICE_THROWN_OR_DROPPED,기기 투척 이벤트 확정됨 — 리셋 또는 시나리오 변경 전까지 유지
1779982657.2941427,U1,288,watch_removed,0.0285,1.3570,0,,received,False,0.00,0.00,1.00,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982657.6552348,U1,289,watch_removed,0.0226,0.6459,0,,received,False,0.00,0.00,1.00,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982658.1456578,U1,290,watch_removed,0.0352,1.2012,0,,received,False,0.00,0.00,1.00,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982658.867915,U1,292,watch_removed,0.0279,1.4079,0,,received,False,0.00,0.00,0.92,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982659.2432518,U1,293,watch_removed,0.0128,0.8104,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982659.6741693,U1,294,watch_removed,0.0320,0.8591,0,,received,False,0.00,0.00,0.94,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982660.1639023,U1,295,watch_removed,0.0092,0.0021,0,,received,False,0.00,0.00,0.95,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982660.8838687,U1,297,watch_removed,0.0056,0.8294,0,,received,False,0.00,0.00,0.92,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982661.4425159,U1,298,watch_removed,0.0265,0.8883,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982662.0106359,U1,299,watch_removed,0.0106,1.4925,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982662.3928337,U1,300,watch_removed,0.0351,1.8557,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982662.977548,U1,301,watch_removed,0.0298,0.9719,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982663.616735,U1,302,watch_removed,0.0333,0.9227,0,,received,False,0.00,0.00,0.93,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982664.119204,U1,303,watch_removed,0.0104,0.1737,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982664.7536707,U1,304,watch_removed,0.0312,0.8151,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982665.2609901,U1,305,watch_removed,0.0023,1.2397,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982665.6533992,U1,306,watch_removed,0.0002,1.2386,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982666.21457,U1,307,watch_removed,0.0308,1.2951,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982667.1679442,U1,309,watch_removed,0.0190,1.7200,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982667.5445828,U1,310,watch_removed,0.0394,1.8068,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982667.911722,U1,311,watch_removed,0.0092,1.7694,0,,received,False,0.00,0.00,0.97,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982668.2968946,U1,312,watch_removed,0.0191,1.6199,0,,received,False,0.00,0.00,1.00,DEVICE_REMOVED,DEVICE_REMOVED,,"피부 접촉·심박 신호 없음, 움직임 정상 → 기기 탈착"
1779982668.9707062,U1,313,watch_thrown,0.3833,54.2126,1,71,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982669.6537066,U1,314,watch_thrown,0.2814,38.7202,1,71,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982670.0445216,U1,315,watch_thrown,0.2752,36.8566,1,71,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982670.443438,U1,316,watch_thrown,0.4160,52.1025,1,72,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982671.0527897,U1,317,watch_thrown,0.1314,21.4385,1,72,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982671.6940012,U1,318,watch_thrown,0.3831,49.8203,1,71,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
